2023-07-08 13:17:30,442 INFO  - Initialize application (at simulation time 8.000,000,000 s)
2023-07-08 13:17:30,552 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512805,lon=13.327197,alt=0.00} (at simulation time 59.102,400,000 s)
2023-07-08 13:17:30,553 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512768,lon=13.327197,alt=0.00} (at simulation time 59.102,400,000 s)
2023-07-08 13:17:30,553 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512829,lon=13.327197,alt=0.00} (at simulation time 59.102,400,000 s)
2023-07-08 13:17:30,554 INFO  - VEHICLE:veh_0 (at simulation time 59.201,900,000 s)
2023-07-08 13:17:30,554 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327014,alt=0.00} (at simulation time 59.201,900,000 s)
2023-07-08 13:17:30,554 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512741,lon=13.326291,alt=0.00} (at simulation time 59.201,900,000 s)
2023-07-08 13:17:30,554 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512793,lon=13.327719,alt=0.00} (at simulation time 59.201,900,000 s)
2023-07-08 13:17:30,554 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512789,lon=13.327197,alt=0.00} (at simulation time 59.201,900,000 s)
2023-07-08 13:17:30,555 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512785,lon=13.327197,alt=0.00} (at simulation time 59.201,900,000 s)
2023-07-08 13:17:30,555 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512829,lon=13.327197,alt=0.00} (at simulation time 59.201,900,000 s)
2023-07-08 13:17:30,555 INFO  - VEHICLE:veh_0 (at simulation time 59.300,400,000 s)
2023-07-08 13:17:30,555 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327014,alt=0.00} (at simulation time 59.300,400,000 s)
2023-07-08 13:17:30,555 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512741,lon=13.326291,alt=0.00} (at simulation time 59.300,400,000 s)
2023-07-08 13:17:30,556 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512807,lon=13.327630,alt=0.00} (at simulation time 59.300,400,000 s)
2023-07-08 13:17:30,556 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512807,lon=13.327197,alt=0.00} (at simulation time 59.300,400,000 s)
2023-07-08 13:17:30,556 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512767,lon=13.327197,alt=0.00} (at simulation time 59.300,400,000 s)
2023-07-08 13:17:30,556 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512829,lon=13.327197,alt=0.00} (at simulation time 59.300,400,000 s)
2023-07-08 13:17:30,557 INFO  - VEHICLE:veh_0 (at simulation time 59.400,400,000 s)
2023-07-08 13:17:30,557 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327014,alt=0.00} (at simulation time 59.400,400,000 s)
2023-07-08 13:17:30,557 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512741,lon=13.326291,alt=0.00} (at simulation time 59.400,400,000 s)
2023-07-08 13:17:30,557 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512819,lon=13.327071,alt=0.00} (at simulation time 59.400,400,000 s)
2023-07-08 13:17:30,557 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512830,lon=13.327197,alt=0.00} (at simulation time 59.400,400,000 s)
2023-07-08 13:17:30,557 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512743,lon=13.327197,alt=0.00} (at simulation time 59.400,400,000 s)
2023-07-08 13:17:30,557 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512829,lon=13.327197,alt=0.00} (at simulation time 59.400,400,000 s)
2023-07-08 13:17:30,558 INFO  - VEHICLE:veh_0 (at simulation time 59.500,900,000 s)
2023-07-08 13:17:30,558 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327014,alt=0.00} (at simulation time 59.500,900,000 s)
2023-07-08 13:17:30,558 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512741,lon=13.326291,alt=0.00} (at simulation time 59.500,900,000 s)
2023-07-08 13:17:30,558 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512795,lon=13.327192,alt=0.00} (at simulation time 59.500,900,000 s)
2023-07-08 13:17:30,558 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512829,lon=13.327197,alt=0.00} (at simulation time 59.500,900,000 s)
2023-07-08 13:17:30,558 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512745,lon=13.327197,alt=0.00} (at simulation time 59.500,900,000 s)
2023-07-08 13:17:30,558 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512829,lon=13.327197,alt=0.00} (at simulation time 59.500,900,000 s)
2023-07-08 13:17:30,559 INFO  - VEHICLE:veh_0 (at simulation time 59.600,400,000 s)
2023-07-08 13:17:30,559 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327014,alt=0.00} (at simulation time 59.600,400,000 s)
2023-07-08 13:17:30,559 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512741,lon=13.326291,alt=0.00} (at simulation time 59.600,400,000 s)
2023-07-08 13:17:30,559 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512795,lon=13.327657,alt=0.00} (at simulation time 59.600,400,000 s)
2023-07-08 13:17:30,559 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512795,lon=13.327197,alt=0.00} (at simulation time 59.600,400,000 s)
2023-07-08 13:17:30,559 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512779,lon=13.327197,alt=0.00} (at simulation time 59.600,400,000 s)
2023-07-08 13:17:30,559 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512829,lon=13.327197,alt=0.00} (at simulation time 59.600,400,000 s)
2023-07-08 13:17:30,560 INFO  - VEHICLE:veh_0 (at simulation time 59.701,400,000 s)
2023-07-08 13:17:30,560 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327014,alt=0.00} (at simulation time 59.701,400,000 s)
2023-07-08 13:17:30,560 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512741,lon=13.326291,alt=0.00} (at simulation time 59.701,400,000 s)
2023-07-08 13:17:30,560 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512802,lon=13.327423,alt=0.00} (at simulation time 59.701,400,000 s)
2023-07-08 13:17:30,560 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512825,lon=13.327197,alt=0.00} (at simulation time 59.701,400,000 s)
2023-07-08 13:17:30,560 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512749,lon=13.327197,alt=0.00} (at simulation time 59.701,400,000 s)
2023-07-08 13:17:30,560 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512829,lon=13.327197,alt=0.00} (at simulation time 59.701,400,000 s)
2023-07-08 13:17:30,561 INFO  - VEHICLE:veh_0 (at simulation time 59.801,400,000 s)
2023-07-08 13:17:30,561 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327014,alt=0.00} (at simulation time 59.801,400,000 s)
2023-07-08 13:17:30,561 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512741,lon=13.326291,alt=0.00} (at simulation time 59.801,400,000 s)
2023-07-08 13:17:30,561 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512792,lon=13.327279,alt=0.00} (at simulation time 59.801,400,000 s)
2023-07-08 13:17:30,561 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512808,lon=13.327197,alt=0.00} (at simulation time 59.801,400,000 s)
2023-07-08 13:17:30,561 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512765,lon=13.327197,alt=0.00} (at simulation time 59.801,400,000 s)
2023-07-08 13:17:30,561 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512829,lon=13.327197,alt=0.00} (at simulation time 59.801,400,000 s)
2023-07-08 13:17:30,562 INFO  - VEHICLE:veh_0 (at simulation time 59.901,400,000 s)
2023-07-08 13:17:30,562 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327014,alt=0.00} (at simulation time 59.901,400,000 s)
2023-07-08 13:17:30,562 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512741,lon=13.326291,alt=0.00} (at simulation time 59.901,400,000 s)
2023-07-08 13:17:30,562 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512798,lon=13.327295,alt=0.00} (at simulation time 59.901,400,000 s)
2023-07-08 13:17:30,562 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512809,lon=13.327197,alt=0.00} (at simulation time 59.901,400,000 s)
2023-07-08 13:17:30,562 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512764,lon=13.327197,alt=0.00} (at simulation time 59.901,400,000 s)
2023-07-08 13:17:30,563 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512829,lon=13.327197,alt=0.00} (at simulation time 59.901,400,000 s)
2023-07-08 13:17:30,569 INFO  - VEHICLE:veh_0 (at simulation time 60.002,400,000 s)
2023-07-08 13:17:30,569 INFO  - GEOLOCATION:GeoPoint{lat=52.512798,lon=13.327168,alt=0.00} (at simulation time 60.002,400,000 s)
2023-07-08 13:17:30,569 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512752,lon=13.326463,alt=0.00} (at simulation time 60.002,400,000 s)
2023-07-08 13:17:30,569 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512841,lon=13.327546,alt=0.00} (at simulation time 60.002,400,000 s)
2023-07-08 13:17:30,569 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512803,lon=13.327351,alt=0.00} (at simulation time 60.002,400,000 s)
2023-07-08 13:17:30,569 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512793,lon=13.327351,alt=0.00} (at simulation time 60.002,400,000 s)
2023-07-08 13:17:30,569 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512840,lon=13.327351,alt=0.00} (at simulation time 60.002,400,000 s)
2023-07-08 13:17:30,570 INFO  - VEHICLE:veh_0 (at simulation time 60.101,400,000 s)
2023-07-08 13:17:30,570 INFO  - GEOLOCATION:GeoPoint{lat=52.512798,lon=13.327168,alt=0.00} (at simulation time 60.101,400,000 s)
2023-07-08 13:17:30,570 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512752,lon=13.326463,alt=0.00} (at simulation time 60.101,400,000 s)
2023-07-08 13:17:30,570 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512816,lon=13.327571,alt=0.00} (at simulation time 60.101,400,000 s)
2023-07-08 13:17:30,570 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512810,lon=13.327351,alt=0.00} (at simulation time 60.101,400,000 s)
2023-07-08 13:17:30,570 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512786,lon=13.327351,alt=0.00} (at simulation time 60.101,400,000 s)
2023-07-08 13:17:30,570 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512840,lon=13.327351,alt=0.00} (at simulation time 60.101,400,000 s)
2023-07-08 13:17:30,571 INFO  - VEHICLE:veh_0 (at simulation time 60.200,400,000 s)
2023-07-08 13:17:30,571 INFO  - GEOLOCATION:GeoPoint{lat=52.512798,lon=13.327168,alt=0.00} (at simulation time 60.200,400,000 s)
2023-07-08 13:17:30,571 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512752,lon=13.326463,alt=0.00} (at simulation time 60.200,400,000 s)
2023-07-08 13:17:30,571 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512799,lon=13.327662,alt=0.00} (at simulation time 60.200,400,000 s)
2023-07-08 13:17:30,571 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512821,lon=13.327351,alt=0.00} (at simulation time 60.200,400,000 s)
2023-07-08 13:17:30,571 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512774,lon=13.327351,alt=0.00} (at simulation time 60.200,400,000 s)
2023-07-08 13:17:30,571 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512840,lon=13.327351,alt=0.00} (at simulation time 60.200,400,000 s)
2023-07-08 13:17:30,572 INFO  - VEHICLE:veh_0 (at simulation time 60.302,400,000 s)
2023-07-08 13:17:30,572 INFO  - GEOLOCATION:GeoPoint{lat=52.512798,lon=13.327168,alt=0.00} (at simulation time 60.302,400,000 s)
2023-07-08 13:17:30,572 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512752,lon=13.326463,alt=0.00} (at simulation time 60.302,400,000 s)
2023-07-08 13:17:30,572 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512805,lon=13.327524,alt=0.00} (at simulation time 60.302,400,000 s)
2023-07-08 13:17:30,572 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512835,lon=13.327351,alt=0.00} (at simulation time 60.302,400,000 s)
2023-07-08 13:17:30,572 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512761,lon=13.327351,alt=0.00} (at simulation time 60.302,400,000 s)
2023-07-08 13:17:30,572 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512840,lon=13.327351,alt=0.00} (at simulation time 60.302,400,000 s)
2023-07-08 13:17:30,573 INFO  - VEHICLE:veh_0 (at simulation time 60.401,400,000 s)
2023-07-08 13:17:30,573 INFO  - GEOLOCATION:GeoPoint{lat=52.512798,lon=13.327168,alt=0.00} (at simulation time 60.401,400,000 s)
2023-07-08 13:17:30,573 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512752,lon=13.326463,alt=0.00} (at simulation time 60.401,400,000 s)
2023-07-08 13:17:30,573 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512813,lon=13.327348,alt=0.00} (at simulation time 60.401,400,000 s)
2023-07-08 13:17:30,573 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512835,lon=13.327351,alt=0.00} (at simulation time 60.401,400,000 s)
2023-07-08 13:17:30,573 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512761,lon=13.327351,alt=0.00} (at simulation time 60.401,400,000 s)
2023-07-08 13:17:30,573 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512840,lon=13.327351,alt=0.00} (at simulation time 60.401,400,000 s)
2023-07-08 13:17:30,574 INFO  - VEHICLE:veh_0 (at simulation time 60.500,400,000 s)
2023-07-08 13:17:30,574 INFO  - GEOLOCATION:GeoPoint{lat=52.512798,lon=13.327168,alt=0.00} (at simulation time 60.500,400,000 s)
2023-07-08 13:17:30,574 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512752,lon=13.326463,alt=0.00} (at simulation time 60.500,400,000 s)
2023-07-08 13:17:30,574 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512830,lon=13.327820,alt=0.00} (at simulation time 60.500,400,000 s)
2023-07-08 13:17:30,574 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512838,lon=13.327351,alt=0.00} (at simulation time 60.500,400,000 s)
2023-07-08 13:17:30,574 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512758,lon=13.327351,alt=0.00} (at simulation time 60.500,400,000 s)
2023-07-08 13:17:30,574 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512840,lon=13.327351,alt=0.00} (at simulation time 60.500,400,000 s)
2023-07-08 13:17:30,575 INFO  - VEHICLE:veh_0 (at simulation time 60.602,400,000 s)
2023-07-08 13:17:30,575 INFO  - GEOLOCATION:GeoPoint{lat=52.512798,lon=13.327168,alt=0.00} (at simulation time 60.602,400,000 s)
2023-07-08 13:17:30,575 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512752,lon=13.326463,alt=0.00} (at simulation time 60.602,400,000 s)
2023-07-08 13:17:30,575 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512823,lon=13.327443,alt=0.00} (at simulation time 60.602,400,000 s)
2023-07-08 13:17:30,575 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512814,lon=13.327351,alt=0.00} (at simulation time 60.602,400,000 s)
2023-07-08 13:17:30,575 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512781,lon=13.327351,alt=0.00} (at simulation time 60.602,400,000 s)
2023-07-08 13:17:30,575 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512840,lon=13.327351,alt=0.00} (at simulation time 60.602,400,000 s)
2023-07-08 13:17:30,576 INFO  - VEHICLE:veh_0 (at simulation time 60.700,900,000 s)
2023-07-08 13:17:30,576 INFO  - GEOLOCATION:GeoPoint{lat=52.512798,lon=13.327168,alt=0.00} (at simulation time 60.700,900,000 s)
2023-07-08 13:17:30,576 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512752,lon=13.326463,alt=0.00} (at simulation time 60.700,900,000 s)
2023-07-08 13:17:30,576 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512833,lon=13.327534,alt=0.00} (at simulation time 60.700,900,000 s)
2023-07-08 13:17:30,576 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512813,lon=13.327351,alt=0.00} (at simulation time 60.700,900,000 s)
2023-07-08 13:17:30,576 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512783,lon=13.327351,alt=0.00} (at simulation time 60.700,900,000 s)
2023-07-08 13:17:30,576 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512840,lon=13.327351,alt=0.00} (at simulation time 60.700,900,000 s)
2023-07-08 13:17:30,576 INFO  - VEHICLE:veh_0 (at simulation time 60.800,900,000 s)
2023-07-08 13:17:30,576 INFO  - GEOLOCATION:GeoPoint{lat=52.512798,lon=13.327168,alt=0.00} (at simulation time 60.800,900,000 s)
2023-07-08 13:17:30,576 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512752,lon=13.326463,alt=0.00} (at simulation time 60.800,900,000 s)
2023-07-08 13:17:30,577 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512811,lon=13.327511,alt=0.00} (at simulation time 60.800,900,000 s)
2023-07-08 13:17:30,577 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512826,lon=13.327351,alt=0.00} (at simulation time 60.800,900,000 s)
2023-07-08 13:17:30,577 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512770,lon=13.327351,alt=0.00} (at simulation time 60.800,900,000 s)
2023-07-08 13:17:30,577 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512840,lon=13.327351,alt=0.00} (at simulation time 60.800,900,000 s)
2023-07-08 13:17:30,577 INFO  - VEHICLE:veh_0 (at simulation time 60.901,900,000 s)
2023-07-08 13:17:30,577 INFO  - GEOLOCATION:GeoPoint{lat=52.512798,lon=13.327168,alt=0.00} (at simulation time 60.901,900,000 s)
2023-07-08 13:17:30,577 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512752,lon=13.326463,alt=0.00} (at simulation time 60.901,900,000 s)
2023-07-08 13:17:30,577 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512838,lon=13.327623,alt=0.00} (at simulation time 60.901,900,000 s)
2023-07-08 13:17:30,578 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512838,lon=13.327351,alt=0.00} (at simulation time 60.901,900,000 s)
2023-07-08 13:17:30,578 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512758,lon=13.327351,alt=0.00} (at simulation time 60.901,900,000 s)
2023-07-08 13:17:30,578 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512840,lon=13.327351,alt=0.00} (at simulation time 60.901,900,000 s)
2023-07-08 13:17:30,580 INFO  - VEHICLE:veh_0 (at simulation time 61.001,400,000 s)
2023-07-08 13:17:30,580 INFO  - GEOLOCATION:GeoPoint{lat=52.512811,lon=13.327333,alt=0.00} (at simulation time 61.001,400,000 s)
2023-07-08 13:17:30,580 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512765,lon=13.326649,alt=0.00} (at simulation time 61.001,400,000 s)
2023-07-08 13:17:30,580 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512827,lon=13.327753,alt=0.00} (at simulation time 61.001,400,000 s)
2023-07-08 13:17:30,580 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512838,lon=13.327516,alt=0.00} (at simulation time 61.001,400,000 s)
2023-07-08 13:17:30,580 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512784,lon=13.327516,alt=0.00} (at simulation time 61.001,400,000 s)
2023-07-08 13:17:30,580 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512853,lon=13.327516,alt=0.00} (at simulation time 61.001,400,000 s)
2023-07-08 13:17:30,581 INFO  - VEHICLE:veh_0 (at simulation time 61.100,900,000 s)
2023-07-08 13:17:30,581 INFO  - GEOLOCATION:GeoPoint{lat=52.512811,lon=13.327333,alt=0.00} (at simulation time 61.100,900,000 s)
2023-07-08 13:17:30,581 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512765,lon=13.326649,alt=0.00} (at simulation time 61.100,900,000 s)
2023-07-08 13:17:30,581 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512815,lon=13.327883,alt=0.00} (at simulation time 61.100,900,000 s)
2023-07-08 13:17:30,581 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512833,lon=13.327516,alt=0.00} (at simulation time 61.100,900,000 s)
2023-07-08 13:17:30,581 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512789,lon=13.327516,alt=0.00} (at simulation time 61.100,900,000 s)
2023-07-08 13:17:30,581 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512853,lon=13.327516,alt=0.00} (at simulation time 61.100,900,000 s)
2023-07-08 13:17:30,582 INFO  - VEHICLE:veh_0 (at simulation time 61.202,400,000 s)
2023-07-08 13:17:30,582 INFO  - GEOLOCATION:GeoPoint{lat=52.512811,lon=13.327333,alt=0.00} (at simulation time 61.202,400,000 s)
2023-07-08 13:17:30,582 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512765,lon=13.326649,alt=0.00} (at simulation time 61.202,400,000 s)
2023-07-08 13:17:30,582 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512856,lon=13.327966,alt=0.00} (at simulation time 61.202,400,000 s)
2023-07-08 13:17:30,582 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512815,lon=13.327516,alt=0.00} (at simulation time 61.202,400,000 s)
2023-07-08 13:17:30,582 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512807,lon=13.327516,alt=0.00} (at simulation time 61.202,400,000 s)
2023-07-08 13:17:30,582 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512853,lon=13.327516,alt=0.00} (at simulation time 61.202,400,000 s)
2023-07-08 13:17:30,583 INFO  - VEHICLE:veh_0 (at simulation time 61.300,900,000 s)
2023-07-08 13:17:30,583 INFO  - GEOLOCATION:GeoPoint{lat=52.512811,lon=13.327333,alt=0.00} (at simulation time 61.300,900,000 s)
2023-07-08 13:17:30,583 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512765,lon=13.326649,alt=0.00} (at simulation time 61.300,900,000 s)
2023-07-08 13:17:30,583 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512827,lon=13.327776,alt=0.00} (at simulation time 61.300,900,000 s)
2023-07-08 13:17:30,583 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512846,lon=13.327516,alt=0.00} (at simulation time 61.300,900,000 s)
2023-07-08 13:17:30,583 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512776,lon=13.327516,alt=0.00} (at simulation time 61.300,900,000 s)
2023-07-08 13:17:30,583 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512853,lon=13.327516,alt=0.00} (at simulation time 61.300,900,000 s)
2023-07-08 13:17:30,583 INFO  - VEHICLE:veh_0 (at simulation time 61.400,900,000 s)
2023-07-08 13:17:30,584 INFO  - GEOLOCATION:GeoPoint{lat=52.512811,lon=13.327333,alt=0.00} (at simulation time 61.400,900,000 s)
2023-07-08 13:17:30,584 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512765,lon=13.326649,alt=0.00} (at simulation time 61.400,900,000 s)
