2023-06-19 20:49:34,848 INFO  - Initialize application (at simulation time 8.000,000,000 s)
2023-06-19 20:49:34,869 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512264,lon=13.318695,alt=0.00} (at simulation time 8.348,591,639 s)
2023-06-19 20:49:34,874 INFO  - VEHICLE:veh_0 (at simulation time 8.477,529,359 s)
2023-06-19 20:49:34,874 INFO  - GEOLOCATION:GeoPoint{lat=52.512222,lon=13.318512,alt=0.00} (at simulation time 8.477,529,359 s)
2023-06-19 20:49:34,874 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512138,lon=13.317319,alt=0.00} (at simulation time 8.477,529,359 s)
2023-06-19 20:49:34,874 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512272,lon=13.319519,alt=0.00} (at simulation time 8.477,529,359 s)
2023-06-19 20:49:34,874 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512235,lon=13.318695,alt=0.00} (at simulation time 8.477,529,359 s)
2023-06-19 20:49:34,874 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512210,lon=13.318695,alt=0.00} (at simulation time 8.477,529,359 s)
2023-06-19 20:49:34,875 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512264,lon=13.318695,alt=0.00} (at simulation time 8.477,529,359 s)
2023-06-19 20:49:34,876 INFO  - VEHICLE:veh_0 (at simulation time 8.509,751,856 s)
2023-06-19 20:49:34,876 INFO  - GEOLOCATION:GeoPoint{lat=52.512222,lon=13.318512,alt=0.00} (at simulation time 8.509,751,856 s)
2023-06-19 20:49:34,876 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512138,lon=13.317319,alt=0.00} (at simulation time 8.509,751,856 s)
2023-06-19 20:49:34,876 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512286,lon=13.318921,alt=0.00} (at simulation time 8.509,751,856 s)
2023-06-19 20:49:34,876 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512238,lon=13.318695,alt=0.00} (at simulation time 8.509,751,856 s)
2023-06-19 20:49:34,876 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512207,lon=13.318695,alt=0.00} (at simulation time 8.509,751,856 s)
2023-06-19 20:49:34,876 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512264,lon=13.318695,alt=0.00} (at simulation time 8.509,751,856 s)
2023-06-19 20:49:34,883 INFO  - VEHICLE:veh_0 (at simulation time 8.654,358,204 s)
2023-06-19 20:49:34,883 INFO  - GEOLOCATION:GeoPoint{lat=52.512222,lon=13.318512,alt=0.00} (at simulation time 8.654,358,204 s)
2023-06-19 20:49:34,883 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512138,lon=13.317319,alt=0.00} (at simulation time 8.654,358,204 s)
2023-06-19 20:49:34,884 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512244,lon=13.318959,alt=0.00} (at simulation time 8.654,358,204 s)
2023-06-19 20:49:34,884 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512253,lon=13.318695,alt=0.00} (at simulation time 8.654,358,204 s)
2023-06-19 20:49:34,884 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512192,lon=13.318695,alt=0.00} (at simulation time 8.654,358,204 s)
2023-06-19 20:49:34,884 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512264,lon=13.318695,alt=0.00} (at simulation time 8.654,358,204 s)
2023-06-19 20:49:34,888 INFO  - VEHICLE:veh_0 (at simulation time 8.784,568,284 s)
2023-06-19 20:49:34,888 INFO  - GEOLOCATION:GeoPoint{lat=52.512222,lon=13.318512,alt=0.00} (at simulation time 8.784,568,284 s)
2023-06-19 20:49:34,888 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512138,lon=13.317319,alt=0.00} (at simulation time 8.784,568,284 s)
2023-06-19 20:49:34,888 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512290,lon=13.319485,alt=0.00} (at simulation time 8.784,568,284 s)
2023-06-19 20:49:34,888 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512268,lon=13.318695,alt=0.00} (at simulation time 8.784,568,284 s)
2023-06-19 20:49:34,888 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512176,lon=13.318695,alt=0.00} (at simulation time 8.784,568,284 s)
2023-06-19 20:49:34,888 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512264,lon=13.318695,alt=0.00} (at simulation time 8.784,568,284 s)
2023-06-19 20:49:34,890 INFO  - VEHICLE:veh_0 (at simulation time 8.836,499,067 s)
2023-06-19 20:49:34,890 INFO  - GEOLOCATION:GeoPoint{lat=52.512222,lon=13.318512,alt=0.00} (at simulation time 8.836,499,067 s)
2023-06-19 20:49:34,890 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512138,lon=13.317319,alt=0.00} (at simulation time 8.836,499,067 s)
2023-06-19 20:49:34,890 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512253,lon=13.319279,alt=0.00} (at simulation time 8.836,499,067 s)
2023-06-19 20:49:34,890 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512299,lon=13.318695,alt=0.00} (at simulation time 8.836,499,067 s)
2023-06-19 20:49:34,890 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512145,lon=13.318695,alt=0.00} (at simulation time 8.836,499,067 s)
2023-06-19 20:49:34,890 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512264,lon=13.318695,alt=0.00} (at simulation time 8.836,499,067 s)
2023-06-19 20:49:34,896 INFO  - VEHICLE:veh_0 (at simulation time 8.992,424,873 s)
2023-06-19 20:49:34,896 INFO  - GEOLOCATION:GeoPoint{lat=52.512222,lon=13.318512,alt=0.00} (at simulation time 8.992,424,873 s)
2023-06-19 20:49:34,896 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512138,lon=13.317319,alt=0.00} (at simulation time 8.992,424,873 s)
2023-06-19 20:49:34,896 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512247,lon=13.318801,alt=0.00} (at simulation time 8.992,424,873 s)
2023-06-19 20:49:34,896 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512267,lon=13.318695,alt=0.00} (at simulation time 8.992,424,873 s)
2023-06-19 20:49:34,897 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512178,lon=13.318695,alt=0.00} (at simulation time 8.992,424,873 s)
2023-06-19 20:49:34,897 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512264,lon=13.318695,alt=0.00} (at simulation time 8.992,424,873 s)
2023-06-19 20:49:34,902 INFO  - VEHICLE:veh_0 (at simulation time 9.088,284,928 s)
2023-06-19 20:49:34,902 INFO  - GEOLOCATION:GeoPoint{lat=52.512237,lon=13.318715,alt=0.00} (at simulation time 9.088,284,928 s)
2023-06-19 20:49:34,902 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512151,lon=13.317505,alt=0.00} (at simulation time 9.088,284,928 s)
2023-06-19 20:49:34,902 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512318,lon=13.319051,alt=0.00} (at simulation time 9.088,284,928 s)
2023-06-19 20:49:34,902 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512278,lon=13.318898,alt=0.00} (at simulation time 9.088,284,928 s)
2023-06-19 20:49:34,902 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512196,lon=13.318898,alt=0.00} (at simulation time 9.088,284,928 s)
2023-06-19 20:49:34,902 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512279,lon=13.318898,alt=0.00} (at simulation time 9.088,284,928 s)
2023-06-19 20:49:34,906 INFO  - VEHICLE:veh_0 (at simulation time 9.193,567,717 s)
2023-06-19 20:49:34,906 INFO  - GEOLOCATION:GeoPoint{lat=52.512237,lon=13.318715,alt=0.00} (at simulation time 9.193,567,717 s)
2023-06-19 20:49:34,906 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512151,lon=13.317505,alt=0.00} (at simulation time 9.193,567,717 s)
2023-06-19 20:49:34,906 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512284,lon=13.319795,alt=0.00} (at simulation time 9.193,567,717 s)
2023-06-19 20:49:34,906 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512266,lon=13.318898,alt=0.00} (at simulation time 9.193,567,717 s)
2023-06-19 20:49:34,906 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512208,lon=13.318898,alt=0.00} (at simulation time 9.193,567,717 s)
2023-06-19 20:49:34,906 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512279,lon=13.318898,alt=0.00} (at simulation time 9.193,567,717 s)
2023-06-19 20:49:34,907 INFO  - VEHICLE:veh_0 (at simulation time 9.221,916,716 s)
2023-06-19 20:49:34,907 INFO  - GEOLOCATION:GeoPoint{lat=52.512237,lon=13.318715,alt=0.00} (at simulation time 9.221,916,716 s)
2023-06-19 20:49:34,908 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512151,lon=13.317505,alt=0.00} (at simulation time 9.221,916,716 s)
2023-06-19 20:49:34,908 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512298,lon=13.318840,alt=0.00} (at simulation time 9.221,916,716 s)
2023-06-19 20:49:34,908 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512294,lon=13.318898,alt=0.00} (at simulation time 9.221,916,716 s)
2023-06-19 20:49:34,908 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512180,lon=13.318898,alt=0.00} (at simulation time 9.221,916,716 s)
2023-06-19 20:49:34,908 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512279,lon=13.318898,alt=0.00} (at simulation time 9.221,916,716 s)
2023-06-19 20:49:34,914 INFO  - VEHICLE:veh_0 (at simulation time 9.308,264,047 s)
2023-06-19 20:49:34,914 INFO  - GEOLOCATION:GeoPoint{lat=52.512237,lon=13.318715,alt=0.00} (at simulation time 9.308,264,047 s)
2023-06-19 20:49:34,914 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512151,lon=13.317505,alt=0.00} (at simulation time 9.308,264,047 s)
2023-06-19 20:49:34,915 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512271,lon=13.319268,alt=0.00} (at simulation time 9.308,264,047 s)
2023-06-19 20:49:34,915 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512262,lon=13.318898,alt=0.00} (at simulation time 9.308,264,047 s)
2023-06-19 20:49:34,915 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512211,lon=13.318898,alt=0.00} (at simulation time 9.308,264,047 s)
2023-06-19 20:49:34,915 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512279,lon=13.318898,alt=0.00} (at simulation time 9.308,264,047 s)
2023-06-19 20:49:34,918 INFO  - VEHICLE:veh_0 (at simulation time 9.432,062,843 s)
2023-06-19 20:49:34,919 INFO  - GEOLOCATION:GeoPoint{lat=52.512237,lon=13.318715,alt=0.00} (at simulation time 9.432,062,843 s)
2023-06-19 20:49:34,919 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512151,lon=13.317505,alt=0.00} (at simulation time 9.432,062,843 s)
2023-06-19 20:49:34,919 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512303,lon=13.318880,alt=0.00} (at simulation time 9.432,062,843 s)
2023-06-19 20:49:34,919 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512242,lon=13.318898,alt=0.00} (at simulation time 9.432,062,843 s)
2023-06-19 20:49:34,919 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512231,lon=13.318898,alt=0.00} (at simulation time 9.432,062,843 s)
2023-06-19 20:49:34,919 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512279,lon=13.318898,alt=0.00} (at simulation time 9.432,062,843 s)
2023-06-19 20:49:34,922 INFO  - VEHICLE:veh_0 (at simulation time 9.572,635,241 s)
2023-06-19 20:49:34,923 INFO  - GEOLOCATION:GeoPoint{lat=52.512237,lon=13.318715,alt=0.00} (at simulation time 9.572,635,241 s)
2023-06-19 20:49:34,923 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512151,lon=13.317505,alt=0.00} (at simulation time 9.572,635,241 s)
2023-06-19 20:49:34,923 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512271,lon=13.319418,alt=0.00} (at simulation time 9.572,635,241 s)
2023-06-19 20:49:34,923 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512281,lon=13.318898,alt=0.00} (at simulation time 9.572,635,241 s)
2023-06-19 20:49:34,923 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512192,lon=13.318898,alt=0.00} (at simulation time 9.572,635,241 s)
2023-06-19 20:49:34,923 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512279,lon=13.318898,alt=0.00} (at simulation time 9.572,635,241 s)
2023-06-19 20:49:34,927 INFO  - VEHICLE:veh_0 (at simulation time 9.660,409,804 s)
2023-06-19 20:49:34,927 INFO  - GEOLOCATION:GeoPoint{lat=52.512237,lon=13.318715,alt=0.00} (at simulation time 9.660,409,804 s)
2023-06-19 20:49:34,927 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512151,lon=13.317505,alt=0.00} (at simulation time 9.660,409,804 s)
2023-06-19 20:49:34,927 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512288,lon=13.319196,alt=0.00} (at simulation time 9.660,409,804 s)
2023-06-19 20:49:34,927 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512286,lon=13.318898,alt=0.00} (at simulation time 9.660,409,804 s)
2023-06-19 20:49:34,927 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512188,lon=13.318898,alt=0.00} (at simulation time 9.660,409,804 s)
2023-06-19 20:49:34,927 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512279,lon=13.318898,alt=0.00} (at simulation time 9.660,409,804 s)
2023-06-19 20:49:34,930 INFO  - VEHICLE:veh_0 (at simulation time 9.715,888,295 s)
2023-06-19 20:49:34,930 INFO  - GEOLOCATION:GeoPoint{lat=52.512237,lon=13.318715,alt=0.00} (at simulation time 9.715,888,295 s)
2023-06-19 20:49:34,930 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512151,lon=13.317505,alt=0.00} (at simulation time 9.715,888,295 s)
2023-06-19 20:49:34,930 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512290,lon=13.318853,alt=0.00} (at simulation time 9.715,888,295 s)
2023-06-19 20:49:34,930 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512271,lon=13.318898,alt=0.00} (at simulation time 9.715,888,295 s)
2023-06-19 20:49:34,930 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512203,lon=13.318898,alt=0.00} (at simulation time 9.715,888,295 s)
2023-06-19 20:49:34,930 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512279,lon=13.318898,alt=0.00} (at simulation time 9.715,888,295 s)
2023-06-19 20:49:34,934 INFO  - VEHICLE:veh_0 (at simulation time 9.873,584,616 s)
2023-06-19 20:49:34,934 INFO  - GEOLOCATION:GeoPoint{lat=52.512237,lon=13.318715,alt=0.00} (at simulation time 9.873,584,616 s)
2023-06-19 20:49:34,934 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512151,lon=13.317505,alt=0.00} (at simulation time 9.873,584,616 s)
2023-06-19 20:49:34,934 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512310,lon=13.318741,alt=0.00} (at simulation time 9.873,584,616 s)
2023-06-19 20:49:34,934 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512283,lon=13.318898,alt=0.00} (at simulation time 9.873,584,616 s)
2023-06-19 20:49:34,934 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512190,lon=13.318898,alt=0.00} (at simulation time 9.873,584,616 s)
2023-06-19 20:49:34,935 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512279,lon=13.318898,alt=0.00} (at simulation time 9.873,584,616 s)
2023-06-19 20:49:34,938 INFO  - VEHICLE:veh_0 (at simulation time 9.968,360,521 s)
2023-06-19 20:49:34,938 INFO  - GEOLOCATION:GeoPoint{lat=52.512237,lon=13.318715,alt=0.00} (at simulation time 9.968,360,521 s)
2023-06-19 20:49:34,938 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512151,lon=13.317505,alt=0.00} (at simulation time 9.968,360,521 s)
2023-06-19 20:49:34,938 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512242,lon=13.318870,alt=0.00} (at simulation time 9.968,360,521 s)
2023-06-19 20:49:34,938 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512273,lon=13.318898,alt=0.00} (at simulation time 9.968,360,521 s)
2023-06-19 20:49:34,938 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512200,lon=13.318898,alt=0.00} (at simulation time 9.968,360,521 s)
2023-06-19 20:49:34,938 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512279,lon=13.318898,alt=0.00} (at simulation time 9.968,360,521 s)
2023-06-19 20:49:34,946 INFO  - VEHICLE:veh_0 (at simulation time 10.031,550,660 s)
2023-06-19 20:49:34,946 INFO  - GEOLOCATION:GeoPoint{lat=52.512251,lon=13.318912,alt=0.00} (at simulation time 10.031,550,660 s)
2023-06-19 20:49:34,946 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512163,lon=13.317681,alt=0.00} (at simulation time 10.031,550,660 s)
2023-06-19 20:49:34,946 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512288,lon=13.319759,alt=0.00} (at simulation time 10.031,550,660 s)
2023-06-19 20:49:34,947 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512282,lon=13.319095,alt=0.00} (at simulation time 10.031,550,660 s)
2023-06-19 20:49:34,947 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512219,lon=13.319095,alt=0.00} (at simulation time 10.031,550,660 s)
2023-06-19 20:49:34,947 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512293,lon=13.319095,alt=0.00} (at simulation time 10.031,550,660 s)
2023-06-19 20:49:34,951 INFO  - VEHICLE:veh_0 (at simulation time 10.139,150,631 s)
2023-06-19 20:49:34,951 INFO  - GEOLOCATION:GeoPoint{lat=52.512251,lon=13.318912,alt=0.00} (at simulation time 10.139,150,631 s)
2023-06-19 20:49:34,951 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512163,lon=13.317681,alt=0.00} (at simulation time 10.139,150,631 s)
2023-06-19 20:49:34,951 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512335,lon=13.320075,alt=0.00} (at simulation time 10.139,150,631 s)
2023-06-19 20:49:34,951 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512331,lon=13.319095,alt=0.00} (at simulation time 10.139,150,631 s)
2023-06-19 20:49:34,951 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512170,lon=13.319095,alt=0.00} (at simulation time 10.139,150,631 s)
2023-06-19 20:49:34,951 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512293,lon=13.319095,alt=0.00} (at simulation time 10.139,150,631 s)
2023-06-19 20:49:34,954 INFO  - VEHICLE:veh_0 (at simulation time 10.269,828,405 s)
2023-06-19 20:49:34,954 INFO  - GEOLOCATION:GeoPoint{lat=52.512251,lon=13.318912,alt=0.00} (at simulation time 10.269,828,405 s)
2023-06-19 20:49:34,954 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512163,lon=13.317681,alt=0.00} (at simulation time 10.269,828,405 s)
2023-06-19 20:49:34,954 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512253,lon=13.319008,alt=0.00} (at simulation time 10.269,828,405 s)
2023-06-19 20:49:34,955 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512307,lon=13.319095,alt=0.00} (at simulation time 10.269,828,405 s)
2023-06-19 20:49:34,955 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512194,lon=13.319095,alt=0.00} (at simulation time 10.269,828,405 s)
2023-06-19 20:49:34,955 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512293,lon=13.319095,alt=0.00} (at simulation time 10.269,828,405 s)
2023-06-19 20:49:34,959 INFO  - VEHICLE:veh_0 (at simulation time 10.387,704,772 s)
2023-06-19 20:49:34,959 INFO  - GEOLOCATION:GeoPoint{lat=52.512251,lon=13.318912,alt=0.00} (at simulation time 10.387,704,772 s)
2023-06-19 20:49:34,959 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512163,lon=13.317681,alt=0.00} (at simulation time 10.387,704,772 s)
2023-06-19 20:49:34,959 INFO  - FORGED RANDOM EUCLIDIAN GEOLOCATION: GeoPoint{lat=52.512274,lon=13.319256,alt=0.00} (at simulation time 10.387,704,772 s)
2023-06-19 20:49:34,959 INFO  - FORGED RANDOM GEOLOCATION UPPER: GeoPoint{lat=52.512266,lon=13.319095,alt=0.00} (at simulation time 10.387,704,772 s)
2023-06-19 20:49:34,959 INFO  - FORGED RANDOM GEOLOCATION LOWER: GeoPoint{lat=52.512236,lon=13.319095,alt=0.00} (at simulation time 10.387,704,772 s)
2023-06-19 20:49:34,959 INFO  - FORGED SIDE GEOLOCATION: GeoPoint{lat=52.512293,lon=13.319095,alt=0.00} (at simulation time 10.387,704,772 s)
2023-06-19 20:49:34,962 INFO  - VEHICLE:veh_0 (at simulation time 10.471,509,713 s)
2023-06-19 20:49:34,962 INFO  - GEOLOCATION:GeoPoint{lat=52.512251,lon=13.318912,alt=0.00} (at simulation time 10.471,509,713 s)
2023-06-19 20:49:34,962 INFO  - REAL GEOLOCATION: GeoPoint{lat=52.512163,lon=13.317681,alt=0.00} (at simulation time 10.471,509,713 s)
